blank,k,E,EF
,0.0808,9.409,
,0.0924,9.4482,
,0.1039,9.4921,
,0.1155,9.5043,
,0.127,9.4595,
,0.1386,9.4136,
,0.1501,9.3645,
,0.1617,9.3152,
,0.1732,9.2666,
,0.1848,9.2197,
,0.1963,9.1775,
,0.2078,9.1415,
,0.2194,9.1156,
,0.2309,9.108,
,0.2425,9.1245,
,0.254,9.1693,
,0.2656,9.2358,
,0.2771,9.3192,
,0.2887,9.4146,
,0.3002,9.4365,
,0.3118,9.4116,
,0.3233,9.3876,
,0.3349,9.3623,
,0.3464,9.3366,
,0.358,9.3351,
,0.3695,9.4317,
,0.3811,9.5293,
,0.3926,9.6272,
,0.4041,9.7252,
,0.4157,9.8224,
,0.4272,9.9174,
,0.4388,10.0064,
,0.4503,10.085,
,0.4619,10.1445,
,0.4734,10.1759,
,0.485,10.1769,
,0.4965,10.1607,
,0.5081,10.1473,
,0.5196,10.1277,
,0.5312,10.1042,
,0.5427,10.0834,
,0.5543,10.0685,
,0.5658,10.0584,
,0.5774,10.0551,
,0.584,10.0556,
,0.5907,10.0568,
,0.5974,10.0589,
,0.604,10.0618,
,0.6107,10.0661,
,0.6174,10.0706,
,0.624,10.076,
,0.6307,10.0822,
,0.6374,10.089,
,0.644,10.0967,
,0.6507,10.1051,
,0.6574,10.1141,
,0.664,10.124,
,0.6707,10.1345,
,0.6774,10.1454,
,0.684,10.1561,
,0.6907,10.1684,
,0.6974,10.1811,
,0.704,10.1944,
,0.7107,10.2084,
,0.7174,10.2227,
,0.724,10.2373,
,0.7307,10.2523,
,0.7374,10.2674,
,0.744,10.2826,
,0.7507,10.2981,
,0.7574,10.3136,
,0.764,10.3291,
,0.7707,10.3447,
,0.7774,10.3609,
,0.784,10.3835,
,0.7907,10.4105,
,0.7974,10.4383,
,0.804,10.4664,
,0.8107,10.4953,
,0.8174,10.5248,
,0.824,10.5548,
,0.8307,10.5853,
,0.8374,10.6162,
,0.844,10.6473,
,0.8507,10.6793,
,0.8574,10.7118,
,0.864,10.7445,
,0.8707,10.778,
,0.8774,10.8119,
,0.884,10.8463,
,0.8907,10.8815,
,0.8974,10.9172,
,0.904,10.9533,
,0.9107,10.9855,
,0.924,10.9709,
,0.9374,10.9803,
,0.9507,11.008,
,0.964,11.0493,
,0.9774,11.1012,
,0.9907,11.1613,
,1.004,11.2365,
,1.0174,11.3595,
,1.0307,11.3161,
,1.044,11.2084,
,1.0574,11.0694,
,1.0707,10.917,
,1.084,10.7607,
,1.0974,10.6056,
,1.1107,10.4544,
,1.124,10.3085,
,1.1374,10.1691,
,1.1507,10.0361,
,1.164,9.9103,
,1.1774,9.7912,
,1.1907,9.6782,
,1.204,9.5715,
,1.2174,9.4709,
,1.2307,9.3764,
,1.244,9.2896,
,1.2574,9.2119,
,1.2707,9.1491,
,1.284,9.1073,
,1.2974,9.0904,
,1.3107,9.0916,
,1.324,9.1058,
,1.3374,9.1284,
,1.3507,9.1586,
,1.364,9.1941,
,1.3774,9.2332,
,1.3907,9.2744,
,1.404,9.3185,
,1.4174,9.3629,
,1.4307,9.4098,
,1.444,9.4567,
,1.4574,9.5029,
,1.4707,9.5029,
,1.484,9.4519,
,1.4974,9.4065,
,1.5107,9.3679,
,1.524,9.3363,
,1.5374,9.3117,
,1.5507,9.2942,
,1.564,9.2837,
,1.5774,9.2802,
,,,
,0,9.7796,
,0.0115,9.7772,
,0.0231,9.7679,
,0.0346,9.7511,
,0.0462,9.7281,
,0.0577,9.7014,
,0.0693,9.6692,
,0.0808,9.6326,
,0.0924,9.5916,
,0.1039,9.5503,
,0.1155,9.5449,
,0.127,9.5985,
,0.1386,9.6581,
,0.1501,9.6918,
,0.1617,9.6773,
,0.1732,9.6618,
,0.1848,9.6452,
,0.1963,9.6276,
,0.2078,9.6095,
,0.2194,9.5895,
,0.2309,9.5705,
,0.2425,9.5484,
,0.254,9.5273,
,0.2656,9.5046,
,0.2771,9.4823,
,0.2887,9.4599,
,0.3002,9.5185,
,0.3118,9.6286,
,0.3233,9.744,
,0.3349,9.8634,
,0.3464,9.986,
,0.358,10.111,
,0.3695,10.2378,
,0.3811,10.3651,
,0.3926,10.4914,
,0.4041,10.6141,
,0.4157,10.728,
,0.4272,10.8228,
,0.4388,10.8742,
,0.4503,10.8509,
,0.4619,10.7775,
,0.4734,10.7063,
,0.485,10.666,
,0.4965,10.6796,
,0.5081,10.7549,
,0.5196,10.8746,
,0.5312,11.0188,
,0.5427,11.1748,
,0.5543,11.3333,
,0.5658,11.478,
,0.5774,11.5502,
,0.584,11.5516,
,0.5907,11.5557,
,0.5974,11.5624,
,0.604,11.5717,
,0.6107,11.5836,
,0.6174,11.598,
,0.624,11.6149,
,0.6307,11.634,
,0.6374,11.6553,
,0.644,11.6787,
,0.6507,11.7041,
,0.6574,11.7311,
,0.664,11.7598,
,0.6707,11.7898,
,0.6774,11.8208,
,0.684,11.8527,
,0.6907,11.8851,
,0.6974,11.9178,
,0.704,11.9504,
,0.7107,11.9831,
,0.7174,12.0159,
,0.724,12.0491,
,0.7307,12.075,
,0.7374,12.1004,
,0.744,12.1262,
,0.7507,12.1521,
,0.7574,12.1776,
,0.764,12.2021,
,0.7707,12.2243,
,0.7774,12.2417,
,0.784,12.2498,
,0.7907,12.2405,
,0.7974,12.2044,
,0.804,12.1408,
,0.8107,12.0594,
,0.8174,11.9685,
,0.824,11.874,
,0.8307,11.7783,
,0.8374,11.6835,
,0.844,11.5905,
,0.8507,11.5007,
,0.8574,11.4145,
,0.864,11.3334,
,0.8707,11.2586,
,0.8774,11.1908,
,0.884,11.1311,
,0.8907,11.0808,
,0.8974,11.0402,
,0.904,11.0093,
,0.9107,10.9912,
,0.924,10.977,
,0.9374,11.0062,
,0.9507,11.0673,
,0.964,11.1464,
,0.9774,11.2308,
,0.9907,11.3075,
,1.004,11.3609,
,1.0174,11.3695,
,1.0307,11.5147,
,1.044,11.5978,
,1.0574,11.6671,
,1.0707,11.7173,
,1.084,11.684,
,1.0974,11.5602,
,1.1107,11.4019,
,1.124,11.2345,
,1.1374,11.0658,
,1.1507,10.8983,
,1.164,10.7337,
,1.1774,10.5727,
,1.1907,10.4156,
,1.204,10.2634,
,1.2174,10.1164,
,1.2307,9.9754,
,1.244,9.8414,
,1.2574,9.716,
,1.2707,9.6021,
,1.284,9.5055,
,1.2974,9.435,
,1.3107,9.3964,
,1.324,9.3904,
,1.3374,9.4092,
,1.3507,9.4414,
,1.364,9.4803,
,1.3774,9.5205,
,1.3907,9.5582,
,1.404,9.5942,
,1.4174,9.627,
,1.4307,9.6563,
,1.444,9.6334,
,1.4574,9.5678,
,1.4707,9.5547,
,1.484,9.5984,
,1.4974,9.6407,
,1.5107,9.6796,
,1.524,9.7131,
,1.5374,9.7425,
,1.5507,9.7632,
,1.564,9.7767,
,1.5774,9.7796,
,,,
,0,9.7812,
,0.0115,9.7797,
,0.0231,9.7791,
,0.0346,9.776,
,0.0462,9.7723,
,0.0577,9.7676,
,0.0693,9.7615,
,0.0808,9.7551,
,0.0924,9.746,
,0.1039,9.7372,
,0.1155,9.7281,
,0.127,9.7168,
,0.1386,9.7061,
,0.1501,9.7227,
,0.1617,9.792,
,0.1732,9.8661,
,0.1848,9.9446,
,0.1963,10.0273,
,0.2078,10.1142,
,0.2194,10.2049,
,0.2309,10.2991,
,0.2425,10.3967,
,0.254,10.4973,
,0.2656,10.6009,
,0.2771,10.7068,
,0.2887,10.815,
,0.3002,10.925,
,0.3118,11.0361,
,0.3233,11.148,
,0.3349,11.2602,
,0.3464,11.3719,
,0.358,11.4814,
,0.3695,11.5867,
,0.3811,11.6832,
,0.3926,11.6903,
,0.4041,11.5208,
,0.4157,11.3605,
,0.4272,11.2155,
,0.4388,11.0953,
,0.4503,11.0197,
,0.4619,10.9792,
,0.4734,10.9637,
,0.485,10.9848,
,0.4965,11.0428,
,0.5081,11.1282,
,0.5196,11.2303,
,0.5312,11.3409,
,0.5427,11.4528,
,0.5543,11.5584,
,0.5658,11.6493,
,0.5774,11.7264,
,0.584,11.7271,
,0.5907,11.7293,
,0.5974,11.7329,
,0.604,11.738,
,0.6107,11.7446,
,0.6174,11.7526,
,0.624,11.7621,
,0.6307,11.7731,
,0.6374,11.7856,
,0.644,11.7996,
,0.6507,11.8152,
,0.6574,11.8324,
,0.664,11.8514,
,0.6707,11.872,
,0.6774,11.8943,
,0.684,11.9176,
,0.6907,11.9376,
,0.6974,11.9583,
,0.704,11.9799,
,0.7107,12.0025,
,0.7174,12.0259,
,0.724,12.0502,
,0.7307,12.0831,
,0.7374,12.1179,
,0.744,12.1537,
,0.7507,12.1905,
,0.7574,12.2282,
,0.764,12.2667,
,0.7707,12.3056,
,0.7774,12.3431,
,0.784,12.3735,
,0.7907,12.3809,
,0.7974,12.3526,
,0.804,12.2927,
,0.8107,12.212,
,0.8174,12.1188,
,0.824,12.0186,
,0.8307,11.9161,
,0.8374,11.8129,
,0.844,11.7102,
,0.8507,11.6095,
,0.8574,11.5115,
,0.864,11.4181,
,0.8707,11.3303,
,0.8774,11.2491,
,0.884,11.1757,
,0.8907,11.1121,
,0.8974,11.0596,
,0.904,11.0194,
,0.9107,10.9936,
,0.924,11.0662,
,0.9374,11.1451,
,0.9507,11.2277,
,0.964,11.3154,
,0.9774,11.4097,
,0.9907,11.512,
,1.004,11.6224,
,1.0174,11.5844,
,1.0307,11.5511,
,1.044,11.6808,
,1.0574,11.8517,
,1.0707,12.0221,
,1.084,12.0927,
,1.0974,12.1626,
,1.1107,12.273,
,1.124,12.4003,
,1.1374,12.4128,
,1.1507,12.2938,
,1.164,12.1613,
,1.1774,12.0228,
,1.1907,11.8816,
,1.204,11.7397,
,1.2174,11.5979,
,1.2307,11.4568,
,1.244,11.3167,
,1.2574,11.1781,
,1.2707,11.0415,
,1.284,10.9072,
,1.2974,10.7758,
,1.3107,10.6474,
,1.324,10.5225,
,1.3374,10.4016,
,1.3507,10.2854,
,1.364,10.1743,
,1.3774,10.0686,
,1.3907,9.9686,
,1.404,9.8748,
,1.4174,9.7876,
,1.4307,9.707,
,1.444,9.6817,
,1.4574,9.7039,
,1.4707,9.723,
,1.484,9.7382,
,1.4974,9.7514,
,1.5107,9.7616,
,1.524,9.7688,
,1.5374,9.7735,
,1.5507,9.7771,
,1.564,9.7789,
,1.5774,9.7812,
,,,
,0,10.699,
,0.0115,10.7014,
,0.0231,10.7088,
,0.0346,10.7211,
,0.0462,10.7382,
,0.0577,10.7603,
,0.0693,10.787,
,0.0808,10.8185,
,0.0924,10.8545,
,0.1039,10.8953,
,0.1155,10.9406,
,0.127,10.9904,
,0.1386,11.0445,
,0.1501,11.1029,
,0.1617,11.1656,
,0.1732,11.2325,
,0.1848,11.3034,
,0.1963,11.3783,
,0.2078,11.457,
,0.2194,11.5395,
,0.2309,11.6254,
,0.2425,11.7147,
,0.254,11.807,
,0.2656,11.9018,
,0.2771,11.9985,
,0.2887,12.0963,
,0.3002,12.1935,
,0.3118,12.2864,
,0.3233,12.3658,
,0.3349,12.403,
,0.3464,12.3461,
,0.358,12.2085,
,0.3695,12.0411,
,0.3811,11.8655,
,0.3926,11.7587,
,0.4041,11.7791,
,0.4157,11.7155,
,0.4272,11.6189,
,0.4388,11.548,
,0.4503,11.5382,
,0.4619,11.5906,
,0.4734,11.6804,
,0.485,11.7851,
,0.4965,11.8888,
,0.5081,11.9767,
,0.5196,12.0337,
,0.5312,12.0496,
,0.5427,12.0248,
,0.5543,11.9614,
,0.5658,11.8616,
,0.5774,11.7614,
,0.584,11.7621,
,0.5907,11.764,
,0.5974,11.7671,
,0.604,11.7715,
,0.6107,11.7772,
,0.6174,11.784,
,0.624,11.7921,
,0.6307,11.8014,
,0.6374,11.8119,
,0.644,11.8237,
,0.6507,11.8366,
,0.6574,11.8507,
,0.664,11.8659,
,0.6707,11.8823,
,0.6774,11.8998,
,0.684,11.9195,
,0.6907,11.9459,
,0.6974,11.9751,
,0.704,12.0067,
,0.7107,12.0406,
,0.7174,12.0765,
,0.724,12.114,
,0.7307,12.1525,
,0.7374,12.1918,
,0.744,12.2312,
,0.7507,12.2705,
,0.7574,12.3091,
,0.764,12.3458,
,0.7707,12.3797,
,0.7774,12.4093,
,0.784,12.4349,
,0.7907,12.4645,
,0.7974,12.5037,
,0.804,12.5403,
,0.8107,12.5506,
,0.8174,12.5715,
,0.824,12.5982,
,0.8307,12.6284,
,0.8374,12.6607,
,0.844,12.6944,
,0.8507,12.7288,
,0.8574,12.7638,
,0.864,12.7988,
,0.8707,12.8334,
,0.8774,12.8672,
,0.884,12.8996,
,0.8907,12.9294,
,0.8974,12.955,
,0.904,12.9739,
,0.9107,12.9815,
,0.924,12.9367,
,0.9374,12.7923,
,0.9507,12.5904,
,0.964,12.3694,
,0.9774,12.1455,
,0.9907,11.9277,
,1.004,11.7288,
,1.0174,11.7387,
,1.0307,11.8578,
,1.044,11.9778,
,1.0574,12.0981,
,1.0707,12.1435,
,1.084,12.2163,
,1.0974,12.3922,
,1.1107,12.5159,
,1.124,12.4989,
,1.1374,12.5351,
,1.1507,12.67,
,1.164,12.7917,
,1.1774,12.8693,
,1.1907,12.8682,
,1.204,12.8051,
,1.2174,12.7112,
,1.2307,12.6031,
,1.244,12.4883,
,1.2574,12.3706,
,1.2707,12.2523,
,1.284,12.135,
,1.2974,12.0197,
,1.3107,11.907,
,1.324,11.7978,
,1.3374,11.6921,
,1.3507,11.5907,
,1.364,11.4938,
,1.3774,11.4016,
,1.3907,11.3144,
,1.404,11.2324,
,1.4174,11.1558,
,1.4307,11.0847,
,1.444,11.0192,
,1.4574,10.9594,
,1.4707,10.9056,
,1.484,10.8578,
,1.4974,10.8161,
,1.5107,10.7805,
,1.524,10.7513,
,1.5374,10.7285,
,1.5507,10.7121,
,1.564,10.7022,
,1.5774,10.699,
,,,
,0,11.1771,
,0.0115,11.1838,
,0.0231,11.2038,
,0.0346,11.2365,
,0.0462,11.2813,
,0.0577,11.3372,
,0.0693,11.4031,
,0.0808,11.4783,
,0.0924,11.5618,
,0.1039,11.6526,
,0.1155,11.75,
,0.127,11.8531,
,0.1386,11.9612,
,0.1501,12.0731,
,0.1617,12.1883,
,0.1732,12.3057,
,0.1848,12.4244,
,0.1963,12.5433,
,0.2078,12.6609,
,0.2194,12.7755,
,0.2309,12.8847,
,0.2425,12.9853,
,0.254,13.0721,
,0.2656,13.1378,
,0.2771,13.1718,
,0.2887,13.1634,
,0.3002,13.107,
,0.3118,13.0097,
,0.3233,12.8916,
,0.3349,12.7925,
,0.3464,12.7722,
,0.358,12.7754,
,0.3695,12.5903,
,0.3811,12.4034,
,0.3926,12.2428,
,0.4041,12.1446,
,0.4157,12.1417,
,0.4272,12.1916,
,0.4388,12.2505,
,0.4503,12.3034,
,0.4619,12.3444,
,0.4734,12.373,
,0.485,12.3919,
,0.4965,12.4073,
,0.5081,12.4285,
,0.5196,12.4661,
,0.5312,12.5201,
,0.5427,12.4747,
,0.5543,12.326,
,0.5658,12.2204,
,0.5774,12.1817,
,0.584,12.1824,
,0.5907,12.1845,
,0.5974,12.1881,
,0.604,12.1931,
,0.6107,12.1997,
,0.6174,12.2076,
,0.624,12.2169,
,0.6307,12.2276,
,0.6374,12.2397,
,0.644,12.2532,
,0.6507,12.2681,
,0.6574,12.2844,
,0.664,12.3021,
,0.6707,12.3211,
,0.6774,12.3414,
,0.684,12.363,
,0.6907,12.3861,
,0.6974,12.4104,
,0.704,12.4361,
,0.7107,12.463,
,0.7174,12.4911,
,0.724,12.5204,
,0.7307,12.5508,
,0.7374,12.5822,
,0.744,12.6143,
,0.7507,12.6469,
,0.7574,12.6789,
,0.764,12.7076,
,0.7707,12.7228,
,0.7774,12.6976,
,0.784,12.6387,
,0.7907,12.5824,
,0.7974,12.5484,
,0.804,12.5483,
,0.8107,12.596,
,0.8174,12.6459,
,0.824,12.6975,
,0.8307,12.7507,
,0.8374,12.8055,
,0.844,12.8618,
,0.8507,12.9195,
,0.8574,12.9786,
,0.864,13.0392,
,0.8707,13.1012,
,0.8774,13.1646,
,0.884,13.2293,
,0.8907,13.2953,
,0.8974,13.3627,
,0.904,13.4311,
,0.9107,13.4984,
,0.924,13.3951,
,0.9374,13.2072,
,0.9507,12.9944,
,0.964,12.7849,
,0.9774,12.5859,
,0.9907,12.4051,
,1.004,12.2564,
,1.0174,12.1614,
,1.0307,12.1393,
,1.044,12.1852,
,1.0574,12.2678,
,1.0707,12.2198,
,1.084,12.3404,
,1.0974,12.45,
,1.1107,12.5693,
,1.124,12.7416,
,1.1374,12.9019,
,1.1507,13.036,
,1.164,13.1308,
,1.1774,13.2028,
,1.1907,13.3019,
,1.204,13.4326,
,1.2174,13.5752,
,1.2307,13.7153,
,1.244,13.8423,
,1.2574,13.8489,
,1.2707,13.7416,
,1.284,13.6189,
,1.2974,13.4865,
,1.3107,13.3475,
,1.324,13.2039,
,1.3374,13.0572,
,1.3507,12.9092,
,1.364,12.7606,
,1.3774,12.6126,
,1.3907,12.4659,
,1.404,12.322,
,1.4174,12.1817,
,1.4307,12.046,
,1.444,11.9158,
,1.4574,11.7923,
,1.4707,11.6767,
,1.484,11.5698,
,1.4974,11.473,
,1.5107,11.3875,
,1.524,11.3147,
,1.5374,11.2559,
,1.5507,11.2126,
,1.564,11.1861,
,1.5774,11.1771,
,,,
,0,12.9731,
,0.0115,12.9764,
,0.0231,12.9862,
,0.0346,13.0025,
,0.0462,13.0252,
,0.0577,13.054,
,0.0693,13.0888,
,0.0808,13.1292,
,0.0924,13.1749,
,0.1039,13.2256,
,0.1155,13.2809,
,0.127,13.3401,
,0.1386,13.4027,
,0.1501,13.4681,
,0.1617,13.5355,
,0.1732,13.604,
,0.1848,13.6727,
,0.1963,13.7403,
,0.2078,13.8056,
,0.2194,13.8667,
,0.2309,13.9216,
,0.2425,13.968,
,0.254,14.0027,
,0.2656,14.0215,
,0.2771,14.0165,
,0.2887,13.965,
,0.3002,13.8343,
,0.3118,13.6463,
,0.3233,13.4373,
,0.3349,13.2228,
,0.3464,13.0106,
,0.358,12.8505,
,0.3695,12.9116,
,0.3811,12.9905,
,0.3926,13.064,
,0.4041,13.1264,
,0.4157,13.1751,
,0.4272,13.212,
,0.4388,13.2408,
,0.4503,13.2667,
,0.4619,13.2909,
,0.4734,13.3069,
,0.485,13.29,
,0.4965,13.1959,
,0.5081,13.0322,
,0.5196,12.8454,
,0.5312,12.6596,
,0.5427,12.5881,
,0.5543,12.6293,
,0.5658,12.649,
,0.5774,12.6537,
,0.584,12.6545,
,0.5907,12.6571,
,0.5974,12.6613,
,0.604,12.6672,
,0.6107,12.6748,
,0.6174,12.6842,
,0.624,12.6952,
,0.6307,12.7079,
,0.6374,12.7223,
,0.644,12.7384,
,0.6507,12.7562,
,0.6574,12.7756,
,0.664,12.7967,
,0.6707,12.8194,
,0.6774,12.8435,
,0.684,12.869,
,0.6907,12.8959,
,0.6974,12.9239,
,0.704,12.9527,
,0.7107,12.982,
,0.7174,13.0111,
,0.724,13.0393,
,0.7307,13.065,
,0.7374,13.0865,
,0.744,13.1006,
,0.7507,13.0766,
,0.7574,13.0098,
,0.764,12.9382,
,0.7707,12.8757,
,0.7774,12.8541,
,0.784,12.8735,
,0.7907,12.8499,
,0.7974,12.8262,
,0.804,12.8268,
,0.8107,12.846,
,0.8174,12.8771,
,0.824,12.9155,
,0.8307,12.9586,
,0.8374,13.005,
,0.844,13.0537,
,0.8507,13.1041,
,0.8574,13.156,
,0.864,13.2092,
,0.8707,13.2631,
,0.8774,13.3174,
,0.884,13.3718,
,0.8907,13.425,
,0.8974,13.4749,
,0.904,13.5158,
,0.9107,13.4991,
,0.924,13.4096,
,0.9374,13.3582,
,0.9507,13.3485,
,0.964,13.3157,
,0.9774,13.2361,
,0.9907,13.1118,
,1.004,12.9578,
,1.0174,12.7873,
,1.0307,12.61,
,1.044,12.4334,
,1.0574,12.2739,
,1.0707,12.3862,
,1.084,12.5075,
,1.0974,12.6294,
,1.1107,12.7512,
,1.124,12.8851,
,1.1374,13.0369,
,1.1507,13.2015,
,1.164,13.3762,
,1.1774,13.5579,
,1.1907,13.7401,
,1.204,13.8884,
,1.2174,13.9639,
,1.2307,13.9755,
,1.244,13.9318,
,1.2574,13.9467,
,1.2707,14.021,
,1.284,14.0623,
,1.2974,14.0727,
,1.3107,14.0573,
,1.324,14.0215,
,1.3374,13.9704,
,1.3507,13.908,
,1.364,13.8378,
,1.3774,13.7623,
,1.3907,13.6838,
,1.404,13.6042,
,1.4174,13.5251,
,1.4307,13.4478,
,1.444,13.3736,
,1.4574,13.3034,
,1.4707,13.2383,
,1.484,13.1789,
,1.4974,13.1261,
,1.5107,13.0804,
,1.524,13.0423,
,1.5374,13.0123,
,1.5507,12.9906,
,1.564,12.9775,
,1.5774,12.9731,
